,id,t1_sum,basic_agent_match,Greedy Agent_turns_greedy_0_match,arch_receiver_agent_match,"med_agent_archs_[0, 1, 2]_match",dummy_agent_random_match,force_k_agent_k_5_match,force_k_agent_k_15_match,force_k_agent_k_30_match,arch_pass_agent_match,hard_agent_8_16_linear_match,hard_agent_8_16_log10_match,hard_agent_8_16_ln_match,t3_sum,basic_agent_t3_match,Greedy Agent_turns_greedy_0_t3_match,arch_receiver_agent_t3_match,"med_agent_archs_[0, 1, 2]_t3_match",dummy_agent_random_t3_match,force_k_agent_k_5_t3_match,force_k_agent_k_15_t3_match,force_k_agent_k_30_t3_match,arch_pass_agent_t3_match,hard_agent_8_16_linear_t3_match,hard_agent_8_16_log10_t3_match,hard_agent_8_16_ln_t3_match
87,2c467be71d3e48879263d404d6c1f423,16,11,7,11,10,10,11,11,9,11,11,11,11,32,24,27,24,20,10,25,26,25,24,24,24,24
88,52a0db886ea14c02ab26f82e4e953f3d,14,5,10,5,6,7,7,8,10,5,5,5,5,28,18,24,18,14,7,20,18,21,18,18,18,18
89,2230beca2c1a42ffa3d0455c1c86dee5,21,13,13,13,11,6,13,14,14,13,13,13,13,30,23,27,23,25,6,24,23,26,23,23,23,23
90,8cc0efe0d08141459daa35bb966edd24,18,7,8,7,6,11,7,8,8,7,7,7,7,31,15,23,15,14,11,16,17,21,15,15,15,15
91,b51fcd84a0a745ee978936645e15658d,30,15,14,17,18,11,14,11,10,17,15,15,15,38,31,25,29,30,11,27,26,25,30,31,31,31
92,1af89fdd753741a0a32bb71a0d110056,19,8,10,8,7,10,10,10,10,8,8,8,8,31,20,26,20,16,11,22,24,23,20,20,20,20
93,93d7790ada1c4aeeb045127d3cc5a02e,29,15,11,15,21,14,13,12,12,15,15,15,15,40,28,27,29,36,14,27,28,28,29,28,28,28
94,0a8ce92862ac47829643d3ce98aa31ca,15,9,9,9,6,7,10,11,11,9,9,9,9,26,19,21,20,18,8,23,21,19,20,19,19,19
95,5f97c4f4c6a5442294bf69248144c50c,21,13,8,13,10,11,12,13,12,13,13,13,13,34,26,29,28,19,11,26,30,29,28,26,26,26
96,457895346f554a0891097b8845672d50,27,16,10,16,14,11,16,16,11,16,17,17,17,40,27,29,27,26,11,32,32,24,27,27,27,27
