,basic_agent,Greedy Agent_turns_greedy_0,arch_receiver_agent,"med_agent_archs_[0, 1, 2]",dummy_agent_random,force_k_agent_k_5,force_k_agent_k_15,force_k_agent_k_30,arch_pass_agent,hard_agent_8_16_linear,hard_agent_8_16_log10,hard_agent_8_16_ln,Real,basic_agent_match,Greedy Agent_turns_greedy_0_match,arch_receiver_agent_match,"med_agent_archs_[0, 1, 2]_match",dummy_agent_random_match,force_k_agent_k_5_match,force_k_agent_k_15_match,force_k_agent_k_30_match,arch_pass_agent_match,hard_agent_8_16_linear_match,hard_agent_8_16_log10_match,hard_agent_8_16_ln_match
22,30,203,30,30,165,30,30,203,30,30,30,30,182,False,False,False,False,False,False,False,False,False,False,False,False
23,173,209,173,53,30,173,53,209,173,173,173,173,209,False,True,False,False,False,False,False,True,False,False,False,False
24,231,1,231,231,29,1,1,1,231,231,231,231,1,False,True,False,False,False,True,True,True,False,False,False,False
25,28,28,28,53,53,28,28,28,28,28,28,28,228,False,False,False,False,False,False,False,False,False,False,False,False
26,30,17,30,30,30,30,30,17,30,30,30,30,17,False,True,False,False,False,False,False,True,False,False,False,False
27,184,184,184,184,184,184,184,184,184,184,184,184,184,True,True,True,True,True,True,True,True,True,True,True,True
28,107,7,107,107,7,107,107,7,107,107,107,107,107,True,False,True,True,False,True,True,False,True,True,True,True
29,28,28,28,262,185,28,28,28,28,28,28,28,132,False,False,False,False,False,False,False,False,False,False,False,False
30,107,80,107,107,30,107,107,107,107,107,107,107,80,False,True,False,False,False,False,False,False,False,False,False,False
31,220,1,220,95,62,220,220,220,220,220,220,220,111,False,False,False,False,False,False,False,False,False,False,False,False
32,243,4,112,243,20,243,112,243,112,243,243,243,20,False,False,False,False,True,False,False,False,False,False,False,False
33,146,203,146,146,108,146,146,146,146,146,146,146,241,False,False,False,False,False,False,False,False,False,False,False,False
34,146,4,146,146,4,243,146,146,146,146,146,146,42,False,False,False,False,False,False,False,False,False,False,False,False
