,basic_agent,Greedy Agent_turns_greedy_0,arch_receiver_agent,"med_agent_archs_[0, 1, 2]",dummy_agent_random,force_k_agent_k_5,force_k_agent_k_15,force_k_agent_k_30,arch_pass_agent,hard_agent_8_16_linear,hard_agent_8_16_log10,hard_agent_8_16_ln,Real,basic_agent_match,Greedy Agent_turns_greedy_0_match,arch_receiver_agent_match,"med_agent_archs_[0, 1, 2]_match",dummy_agent_random_match,force_k_agent_k_5_match,force_k_agent_k_15_match,force_k_agent_k_30_match,arch_pass_agent_match,hard_agent_8_16_linear_match,hard_agent_8_16_log10_match,hard_agent_8_16_ln_match
9,28,28,28,1,232,28,28,28,28,28,28,28,1,False,False,False,True,False,False,False,False,False,False,False,False
10,1,244,1,1,1,1,244,244,1,1,1,1,1,True,False,True,True,True,True,False,False,True,True,True,True
11,30,30,30,30,30,30,30,30,30,30,30,30,77,False,False,False,False,False,False,False,False,False,False,False,False
12,214,214,214,158,158,214,214,214,214,214,214,214,158,False,False,False,True,True,False,False,False,False,False,False,False
13,257,257,257,257,257,257,257,257,257,257,257,257,257,True,True,True,True,True,True,True,True,True,True,True,True
14,76,53,76,76,239,76,53,53,76,76,76,76,76,True,False,True,True,False,True,False,False,True,True,True,True
15,94,53,94,94,209,124,94,53,94,94,94,94,96,False,False,False,False,False,False,False,False,False,False,False,False
16,163,187,163,1,163,163,163,187,163,163,163,163,110,False,False,False,False,False,False,False,False,False,False,False,False
17,255,28,255,255,92,255,255,28,255,255,255,255,255,True,False,True,True,False,True,True,False,True,True,True,True
18,30,17,30,30,185,30,30,17,30,30,30,30,86,False,False,False,False,False,False,False,False,False,False,False,False
19,84,65,84,84,184,84,84,65,84,84,84,84,153,False,False,False,False,False,False,False,False,False,False,False,False
20,84,187,84,84,187,84,84,187,84,84,84,84,12,False,False,False,False,False,False,False,False,False,False,False,False
21,124,53,124,124,268,124,124,53,124,124,124,124,105,False,False,False,False,False,False,False,False,False,False,False,False
22,30,203,30,30,30,30,30,203,30,30,30,30,182,False,False,False,False,False,False,False,False,False,False,False,False
23,209,53,209,209,53,209,209,53,209,209,209,209,209,True,False,True,True,False,True,True,False,True,True,True,True
24,163,231,163,1,29,163,163,231,163,163,163,163,1,False,False,False,True,False,False,False,False,False,False,False,False
25,28,28,28,28,53,28,28,28,28,28,28,28,228,False,False,False,False,False,False,False,False,False,False,False,False
26,30,17,30,30,30,30,30,17,30,30,30,30,17,False,True,False,False,False,False,False,True,False,False,False,False
27,184,184,184,184,184,184,184,184,184,184,184,184,184,True,True,True,True,True,True,True,True,True,True,True,True
